CustomerID,Age,Gender,MaritalStatus,IncomeLevel,LoginFrequency,ServiceUsage,Total_Transactions,Total_Amount_Spent,Avg_Amount_Spent,Total_Service_Interactions,Total_Complaints,Total_Unresolved,ChurnStatus,Days_Since_Last_Login
843,24,F,Married,Low,31,Website,5,1069.53,213.906,1.0,1.0,0.0,0,327
844,37,M,Divorced,Medium,20,Mobile App,6,1505.23,250.87166666666667,0.0,0.0,0.0,0,61
845,52,M,Divorced,Medium,35,Online Banking,8,2238.86,279.8575,0.0,0.0,0.0,0,316
846,68,M,Single,Medium,41,Mobile App,5,1667.48,333.496,0.0,0.0,0.0,0,103
847,68,F,Divorced,Medium,28,Online Banking,6,1672.9299999999998,278.82166666666666,2.0,1.0,0.0,0,39
848,56,F,Single,High,35,Mobile App,2,690.1600000000001,345.08000000000004,2.0,0.0,1.0,1,362
849,38,M,Married,Low,29,Website,5,830.54,166.108,2.0,1.0,1.0,0,345
850,61,F,Single,Medium,44,Mobile App,1,38.12,38.12,0.0,0.0,0.0,1,133
851,18,M,Married,Medium,39,Online Banking,2,580.18,290.09,1.0,0.0,0.0,0,336
852,54,F,Divorced,Low,29,Mobile App,4,569.13,142.2825,1.0,1.0,1.0,0,99
853,63,M,Single,Medium,34,Website,3,1178.95,392.98333333333335,1.0,1.0,1.0,0,30
854,59,F,Widowed,Medium,10,Mobile App,1,47.85,47.85,2.0,0.0,1.0,0,172
855,20,M,Married,Low,37,Online Banking,8,2656.16,332.02,2.0,0.0,1.0,0,97
856,51,M,Divorced,High,48,Website,3,524.36,174.78666666666666,0.0,0.0,0.0,0,227
857,30,F,Married,High,7,Mobile App,1,379.0,379.0,1.0,0.0,0.0,1,174
858,33,M,Single,Medium,9,Website,2,224.33,112.165,2.0,1.0,0.0,0,145
859,51,M,Widowed,High,16,Website,9,2320.9,257.8777777777778,0.0,0.0,0.0,0,160
860,41,F,Married,High,21,Mobile App,2,410.36,205.18,2.0,0.0,1.0,0,218
861,30,F,Married,Medium,14,Website,2,258.79,129.395,1.0,0.0,0.0,0,229
862,23,M,Married,Medium,2,Online Banking,6,1581.13,263.5216666666667,0.0,0.0,0.0,0,299
863,56,M,Divorced,High,26,Online Banking,7,1031.04,147.29142857142855,2.0,0.0,1.0,0,78
864,19,M,Widowed,Medium,34,Website,7,1537.15,219.59285714285716,0.0,0.0,0.0,0,286
865,28,F,Widowed,Medium,47,Mobile App,9,2739.69,304.41,1.0,0.0,1.0,0,204
866,24,F,Widowed,High,49,Website,2,440.09000000000003,220.04500000000002,0.0,0.0,0.0,0,5
867,24,M,Married,Low,18,Website,6,985.19,164.19833333333335,0.0,0.0,0.0,0,11
868,56,M,Married,High,12,Website,6,1858.01,309.66833333333335,0.0,0.0,0.0,0,162
869,56,M,Married,High,19,Online Banking,7,1708.06,244.00857142857143,2.0,1.0,1.0,1,16
870,29,M,Married,High,36,Website,1,358.81,358.81,1.0,0.0,1.0,0,347
871,68,F,Single,Medium,38,Online Banking,4,1268.83,317.2075,2.0,1.0,1.0,0,106
872,39,M,Single,High,16,Website,8,2710.07,338.75875,0.0,0.0,0.0,0,245
873,68,M,Divorced,Medium,46,Website,3,868.72,289.5733333333333,0.0,0.0,0.0,0,72
874,68,F,Married,Low,8,Mobile App,1,488.21,488.21,2.0,0.0,0.0,0,2
875,69,F,Divorced,High,9,Website,8,2066.71,258.33875,0.0,0.0,0.0,0,29
876,20,F,Widowed,Low,4,Online Banking,8,1940.62,242.5775,1.0,0.0,0.0,0,102
877,30,F,Married,High,36,Website,7,2189.5499999999997,312.7928571428571,0.0,0.0,0.0,0,214
878,47,M,Single,Medium,47,Website,8,2181.62,272.7025,0.0,0.0,0.0,0,148
879,27,M,Married,Low,38,Online Banking,1,328.09,328.09,1.0,0.0,0.0,0,173
880,69,F,Widowed,High,49,Online Banking,7,1311.23,187.31857142857143,2.0,0.0,0.0,0,51
881,26,F,Divorced,Low,49,Website,1,189.28,189.28,2.0,1.0,1.0,0,274
882,23,M,Married,Medium,45,Website,3,745.26,248.42,0.0,0.0,0.0,0,112
883,61,M,Single,Medium,4,Website,7,776.71,110.95857142857143,2.0,1.0,2.0,0,77
884,19,M,Widowed,High,8,Online Banking,9,2069.03,229.89222222222224,1.0,0.0,1.0,0,87
885,61,F,Widowed,High,43,Mobile App,9,2431.0299999999997,270.1144444444444,2.0,0.0,1.0,0,356
886,33,F,Divorced,Low,7,Mobile App,7,2197.83,313.9757142857143,1.0,1.0,0.0,0,132
887,30,F,Married,Medium,3,Website,4,812.28,203.07,2.0,1.0,1.0,0,295
888,65,M,Single,Medium,1,Online Banking,3,436.94,145.64666666666668,1.0,0.0,1.0,0,118
889,30,M,Married,High,4,Mobile App,4,306.88,76.72,0.0,0.0,0.0,0,339
890,39,M,Single,Medium,1,Mobile App,2,369.47,184.735,2.0,0.0,0.0,0,305
891,36,F,Divorced,Medium,46,Website,5,1602.17,320.434,2.0,0.0,2.0,0,291
892,43,F,Widowed,Medium,42,Mobile App,1,183.21,183.21,1.0,0.0,1.0,0,349
893,31,M,Divorced,Low,38,Mobile App,9,3026.91,336.3233333333333,2.0,1.0,1.0,0,78
894,48,M,Widowed,Low,37,Mobile App,3,983.26,327.75333333333333,2.0,0.0,1.0,0,132
895,46,F,Married,Low,12,Mobile App,7,1649.0800000000002,235.58285714285716,0.0,0.0,0.0,0,96
896,62,F,Widowed,Medium,42,Online Banking,8,1403.03,175.37875,1.0,0.0,0.0,0,39
897,59,F,Single,High,10,Mobile App,8,2125.28,265.66,2.0,1.0,2.0,0,132
898,39,M,Divorced,High,47,Online Banking,9,2794.0,310.44444444444446,1.0,0.0,1.0,0,356
899,24,M,Widowed,High,1,Website,1,38.78,38.78,1.0,0.0,1.0,1,15
900,54,F,Widowed,Low,2,Online Banking,3,353.54,117.84666666666668,1.0,0.0,0.0,0,283
901,66,M,Married,Medium,12,Website,2,517.94,258.97,0.0,0.0,0.0,0,351
902,58,F,Married,Low,39,Online Banking,7,1040.2,148.6,2.0,0.0,1.0,0,105
903,44,M,Married,Low,48,Mobile App,4,762.78,190.695,1.0,1.0,0.0,1,192
904,48,M,Single,High,36,Mobile App,7,1684.39,240.62714285714287,1.0,1.0,0.0,0,37
905,23,M,Married,High,7,Online Banking,8,1222.55,152.81875,1.0,0.0,1.0,0,34
906,33,F,Widowed,Medium,38,Website,5,1235.8,247.16,0.0,0.0,0.0,1,272
907,55,M,Single,Low,25,Website,1,54.82,54.82,0.0,0.0,0.0,0,207
908,55,F,Married,Medium,3,Website,9,1865.09,207.23222222222222,2.0,1.0,1.0,0,25
909,67,M,Widowed,Low,27,Online Banking,3,718.24,239.41333333333333,0.0,0.0,0.0,0,332
910,49,F,Single,Medium,24,Online Banking,4,797.14,199.285,0.0,0.0,0.0,0,137
911,50,F,Widowed,Low,27,Mobile App,3,1058.9,352.9666666666667,0.0,0.0,0.0,0,307
912,66,F,Married,Medium,6,Mobile App,9,1915.01,212.7788888888889,1.0,1.0,1.0,0,154
913,34,F,Married,Low,25,Mobile App,1,267.44,267.44,2.0,0.0,0.0,0,105
914,50,F,Single,Low,43,Website,7,1722.8,246.1142857142857,2.0,1.0,1.0,0,153
915,28,M,Divorced,High,31,Online Banking,7,1786.6,255.22857142857143,0.0,0.0,0.0,0,192
916,30,M,Widowed,Low,44,Mobile App,6,1176.86,196.14333333333332,0.0,0.0,0.0,0,122
917,47,F,Widowed,High,9,Mobile App,8,1799.3600000000001,224.92000000000002,1.0,0.0,0.0,0,235
918,18,F,Divorced,Medium,39,Mobile App,4,1140.8200000000002,285.20500000000004,0.0,0.0,0.0,1,81
919,47,F,Divorced,High,29,Website,7,1547.47,221.06714285714287,0.0,0.0,0.0,1,17
920,44,M,Widowed,Low,14,Mobile App,9,2059.02,228.78,1.0,0.0,1.0,0,84
921,57,F,Single,High,36,Online Banking,6,1778.2,296.3666666666667,1.0,0.0,1.0,0,56
922,40,M,Divorced,High,29,Website,3,1135.0,378.3333333333333,1.0,1.0,1.0,0,143
923,37,F,Married,Medium,43,Website,9,2462.85,273.65,2.0,0.0,2.0,0,324
924,23,M,Single,High,41,Website,2,760.13,380.065,1.0,0.0,1.0,1,281
925,54,F,Divorced,Medium,38,Mobile App,5,1930.4099999999999,386.082,0.0,0.0,0.0,1,345
926,37,M,Married,Medium,22,Online Banking,1,157.62,157.62,0.0,0.0,0.0,1,242
927,54,M,Married,High,12,Mobile App,5,1462.34,292.46799999999996,0.0,0.0,0.0,1,208
928,23,F,Widowed,Low,40,Website,8,2584.66,323.0825,2.0,0.0,1.0,0,224
929,46,F,Single,Medium,49,Online Banking,1,358.27,358.27,0.0,0.0,0.0,0,318
930,30,F,Divorced,High,26,Website,2,809.61,404.805,0.0,0.0,0.0,0,143
931,44,F,Married,Medium,46,Mobile App,5,1985.28,397.056,1.0,0.0,1.0,0,296
932,67,M,Widowed,High,28,Online Banking,1,350.46,350.46,1.0,0.0,0.0,0,209
933,37,M,Divorced,High,21,Website,1,74.06,74.06,2.0,1.0,1.0,0,246
934,30,M,Married,Low,27,Mobile App,1,282.29,282.29,1.0,0.0,0.0,0,47
935,56,M,Widowed,High,33,Website,4,939.39,234.8475,2.0,0.0,0.0,1,64
936,25,M,Married,Medium,29,Mobile App,9,2591.57,287.95222222222225,0.0,0.0,0.0,0,156
937,34,M,Widowed,Medium,24,Mobile App,7,1842.6599999999999,263.2371428571428,2.0,1.0,1.0,1,276
938,47,F,Widowed,Low,32,Website,3,695.9300000000001,231.9766666666667,1.0,0.0,1.0,0,195
939,18,M,Single,Medium,6,Website,1,394.48,394.48,0.0,0.0,0.0,0,39
940,41,M,Divorced,Low,27,Mobile App,7,1536.43,219.49,2.0,2.0,1.0,0,271
941,33,M,Widowed,High,16,Website,6,1440.83,240.13833333333332,0.0,0.0,0.0,0,100
942,28,F,Married,High,36,Online Banking,7,1539.42,219.91714285714286,0.0,0.0,0.0,0,201
943,21,M,Divorced,High,47,Website,2,398.92,199.46,1.0,0.0,0.0,0,287
944,21,F,Divorced,Low,30,Website,5,1280.1000000000001,256.02000000000004,2.0,2.0,1.0,0,210
945,34,M,Divorced,Medium,15,Website,5,541.1999999999999,108.23999999999998,0.0,0.0,0.0,0,164
946,66,M,Single,Medium,8,Mobile App,3,451.82,150.60666666666665,0.0,0.0,0.0,0,48
947,27,F,Widowed,High,31,Website,3,589.06,196.35333333333332,1.0,0.0,1.0,1,239
948,38,M,Widowed,Medium,9,Mobile App,5,1416.12,283.224,0.0,0.0,0.0,1,322
949,55,M,Widowed,Low,42,Online Banking,4,956.3,239.075,0.0,0.0,0.0,0,202
950,66,F,Widowed,Low,21,Online Banking,4,1085.17,271.2925,0.0,0.0,0.0,0,253
951,35,F,Married,Low,39,Online Banking,7,1494.92,213.56,2.0,1.0,1.0,0,53
952,27,M,Widowed,Low,39,Website,1,344.33,344.33,1.0,0.0,1.0,0,286
953,62,M,Divorced,Medium,43,Website,9,2580.58,286.7311111111111,2.0,1.0,1.0,0,71
954,33,F,Widowed,Low,20,Online Banking,6,2009.3200000000002,334.8866666666667,0.0,0.0,0.0,0,164
955,56,F,Widowed,Medium,26,Website,6,1453.74,242.29,2.0,1.0,1.0,0,23
956,32,F,Widowed,High,38,Online Banking,3,858.04,286.0133333333333,0.0,0.0,0.0,0,72
957,51,F,Widowed,Medium,43,Mobile App,1,32.8,32.8,0.0,0.0,0.0,0,213
958,22,M,Single,Low,14,Online Banking,5,972.8,194.56,1.0,1.0,1.0,0,224
959,34,M,Divorced,Medium,48,Online Banking,1,285.35,285.35,0.0,0.0,0.0,0,44
960,54,F,Single,High,41,Online Banking,6,1553.52,258.92,2.0,0.0,2.0,0,324
961,25,M,Divorced,High,21,Mobile App,3,964.3299999999999,321.4433333333333,2.0,0.0,1.0,0,244
962,41,F,Widowed,High,19,Online Banking,4,1021.08,255.27,2.0,0.0,2.0,1,271
963,45,F,Widowed,Medium,14,Online Banking,3,660.3299999999999,220.10999999999999,2.0,0.0,0.0,0,105
964,64,M,Divorced,Low,9,Online Banking,9,2348.82,260.98,2.0,0.0,1.0,0,293
965,25,F,Divorced,Low,42,Mobile App,1,213.98,213.98,1.0,1.0,1.0,1,173
966,40,F,Single,Medium,4,Mobile App,7,2097.75,299.67857142857144,0.0,0.0,0.0,1,229
967,52,M,Single,Low,23,Online Banking,1,230.71,230.71,0.0,0.0,0.0,0,247
968,48,M,Married,Low,22,Online Banking,2,344.12,172.06,1.0,0.0,0.0,0,348
969,34,F,Married,Medium,20,Online Banking,4,1296.96,324.24,1.0,1.0,1.0,0,250
970,45,M,Single,High,19,Website,6,748.6800000000001,124.78000000000002,2.0,1.0,2.0,1,284
971,65,M,Married,Low,19,Mobile App,2,283.95,141.975,0.0,0.0,0.0,1,75
972,65,M,Single,High,23,Mobile App,3,1105.44,368.48,0.0,0.0,0.0,0,66
973,68,M,Single,Low,31,Website,1,56.53,56.53,0.0,0.0,0.0,0,74
974,29,M,Single,High,46,Mobile App,6,1789.81,298.3016666666667,0.0,0.0,0.0,0,110
975,41,M,Married,High,19,Mobile App,7,1892.1799999999998,270.31142857142856,0.0,0.0,0.0,1,108
976,32,F,Divorced,Low,44,Online Banking,2,557.62,278.81,0.0,0.0,0.0,0,317
977,57,M,Widowed,Low,20,Online Banking,3,772.3399999999999,257.44666666666666,2.0,1.0,0.0,0,326
978,48,F,Married,Medium,26,Mobile App,7,1465.5,209.35714285714286,1.0,1.0,1.0,0,108
979,44,F,Widowed,Low,6,Website,7,1711.28,244.46857142857144,1.0,0.0,0.0,1,227
980,52,F,Widowed,Low,28,Online Banking,8,2079.5,259.9375,1.0,1.0,1.0,0,241
981,35,M,Divorced,Medium,41,Website,1,285.43,285.43,0.0,0.0,0.0,0,99
982,53,M,Married,High,4,Mobile App,6,913.21,152.20166666666668,1.0,0.0,0.0,1,194
983,25,F,Widowed,Medium,49,Mobile App,5,1395.3000000000002,279.06000000000006,2.0,2.0,1.0,0,236
984,63,F,Divorced,High,44,Website,8,1127.04,140.88,1.0,1.0,0.0,0,244
985,66,F,Divorced,Medium,9,Website,5,1752.58,350.51599999999996,2.0,0.0,1.0,0,302
986,55,F,Single,Low,49,Online Banking,7,1392.61,198.9442857142857,2.0,1.0,0.0,0,53
987,22,M,Married,Low,14,Mobile App,7,1683.65,240.52142857142857,0.0,0.0,0.0,1,206
988,31,F,Widowed,High,31,Website,9,2543.12,282.56888888888886,2.0,1.0,2.0,0,320
989,55,M,Divorced,Low,29,Website,7,1530.42,218.6314285714286,2.0,2.0,2.0,1,158
990,37,F,Widowed,High,49,Mobile App,1,483.5,483.5,2.0,1.0,1.0,1,207
991,61,M,Married,Medium,22,Website,3,801.36,267.12,0.0,0.0,0.0,0,105
992,26,M,Single,Low,9,Website,1,311.62,311.62,1.0,0.0,1.0,0,280
993,50,F,Widowed,High,11,Website,1,81.64,81.64,0.0,0.0,0.0,0,4
994,35,F,Single,Medium,25,Mobile App,9,1801.34,200.14888888888888,2.0,2.0,2.0,0,161
995,23,F,Divorced,Low,34,Website,5,1020.0,204.0,1.0,0.0,0.0,1,153
996,54,F,Single,Low,38,Mobile App,1,227.25,227.25,0.0,0.0,0.0,0,336
997,19,M,Widowed,High,5,Mobile App,2,419.82,209.91,0.0,0.0,0.0,0,274
998,47,M,Married,Low,47,Website,1,252.15,252.15,0.0,0.0,0.0,0,174
999,23,M,Widowed,High,23,Website,9,2393.2599999999998,265.91777777777776,0.0,0.0,0.0,0,357
1000,34,M,Widowed,Low,22,Mobile App,6,1670.79,278.465,0.0,0.0,0.0,0,140
